User ID,Response ID,Media name,Happiness,Surprise,Puzzlement,Disgust,Fear,Sadness,Attention,Appreciation,age,gender
0,0,Med 1,0.5976914672268293,0.7352977165515933,0.28762440252155497,0.5100183430695278,0.09959935002398201,0.42076753676233214,0.7675320414145486,7,29,Other
1,1,Med 3,0.6994975199560047,0.8355225262089673,0.44767166663793934,0.1262271470797619,0.5005588831978545,0.07294366600300839,0.4525823086368518,7,87,Female
2,2,Med 1,0.35126293880223924,0.9695672794498614,0.7908769456588797,0.3051173941038148,0.7395365648550841,0.2687581124449935,0.7362070536416375,2,37,Female
3,3,Med 1,0.6755841459263919,0.3090751419053589,0.06816919588220516,0.5210710861908335,0.7897878325501304,0.7489038637513523,0.16676863670991815,2,74,Other
4,4,Med 4,0.17750714876272622,0.8724366734049411,0.16376772195109868,0.49844854399898475,0.026945297805784363,0.8532981663059336,0.5866759029149524,5,48,Other
5,5,Med 1,0.07521635302165575,0.07804187285141184,0.5532756820157756,0.4801902855893502,0.8436290953075379,0.9439026873557581,0.2985948155994842,6,91,
6,6,Med 3,0.7411055707359507,0.1469459011323877,0.6385892449818658,0.438894240544074,0.15450364390134264,0.18092580611818998,0.8315836459967122,7,102,Female
7,7,Med 4,0.7810794613100307,0.9002958097886512,0.28042050397512497,0.7119441563309824,0.9810127727487165,0.16076031704969007,0.11934870702490419,1,71,Male
8,8,Med 2,0.14679503207099864,0.4789798627190537,0.6932223602072505,0.1293699144649728,0.41622118639854877,0.6453972452527326,0.382879862461294,10,105,Female
9,9,Med 3,0.8986951595552263,0.983989345433999,0.9600098780800987,0.5222820052551623,0.35480949804614614,0.42031453944444996,0.0906187905877831,4,53,Female
10,10,Med 4,0.8791951562385406,0.7797046926624756,0.7272137673512432,0.32457236464269,0.03790893551928298,0.4901589878259279,0.17116635105926192,1,81,Male
