User ID,Response ID,Media name,Happiness,Surprise,Puzzlement,Disgust,Fear,Sadness,Attention,Appreciation,age,gender
0,0,Med 1,0.5976914672268293,0.7352977165515933,0.28762440252155497,0.5100183430695278,0.09959935002398201,0.42076753676233214,0.7675320414145486,7,29,Other
1,1,Med 3,0.6994975199560047,0.8355225262089673,0.44767166663793934,0.1262271470797619,0.5005588831978545,0.07294366600300839,0.4525823086368518,7,87,Female
2,2,Med 1,0.35126293880223924,0.9695672794498614,0.7908769456588797,0.3051173941038148,0.7395365648550841,0.2687581124449935,0.7362070536416375,2,37,Female
3,3,Med 1,0.6755841459263919,0.3090751419053589,0.06816919588220516,0.5210710861908335,0.7897878325501304,0.7489038637513523,0.16676863670991815,2,74,Other
4,4,Med 4,0.17750714876272622,0.8724366734049411,0.16376772195109868,0.49844854399898475,0.026945297805784363,0.8532981663059336,0.5866759029149524,5,48,Other
5,5,Med 1,0.07521635302165575,0.07804187285141184,0.5532756820157756,0.4801902855893502,0.8436290953075379,0.9439026873557581,0.2985948155994842,6,91,
6,6,Med 3,0.7411055707359507,0.1469459011323877,0.6385892449818658,0.438894240544074,0.15450364390134264,0.18092580611818998,0.8315836459967122,7,102,Female
7,7,Med 4,0.7810794613100307,0.9002958097886512,0.28042050397512497,0.7119441563309824,0.9810127727487165,0.16076031704969007,0.11934870702490419,1,71,Male
8,8,Med 2,0.14679503207099864,0.4789798627190537,0.6932223602072505,0.1293699144649728,0.41622118639854877,0.6453972452527326,0.382879862461294,10,105,Female
9,9,Med 3,0.8986951595552263,0.983989345433999,0.9600098780800987,0.5222820052551623,0.35480949804614614,0.42031453944444996,0.0906187905877831,4,53,Female
10,10,Med 4,0.8791951562385406,0.7797046926624756,0.7272137673512432,0.32457236464269,0.03790893551928298,0.4901589878259279,0.17116635105926192,1,81,Male
11,11,Med 2,0.09069165658955547,0.44448231865273535,0.41502607116437384,0.7972118885336477,0.201315927439774,0.6852261294495178,0.8919411973698225,1,76,Male
12,12,Med 3,0.34996929137385935,0.3852167846456592,0.8083682398091513,0.8293220613301692,0.5877639015055639,0.7324507771930658,0.3232789823975196,9,53,Female
13,13,Med 1,0.5252673916502221,0.8944797775345525,0.0464576568482975,0.5294065630469219,0.7231910567724024,0.4966256891172659,0.3285177537431997,7,51,Other
14,14,Med 3,0.6027546900366435,0.7885819245240948,0.5996682231978986,0.561639876856399,0.505059530501283,0.07569686448385093,0.30455008956307683,2,11,Other
15,15,Med 2,0.2030155232002292,0.18541221593443857,0.44287254287080224,0.985220868765382,0.2928811702154328,0.9217811803465269,0.20264859594452256,0,97,
16,16,Med 1,0.1574947454093315,0.7861412408698017,0.5119903216654603,0.38553009293342555,0.33716453377467337,0.36758717249471085,0.8539641416412767,3,24,Female
17,17,Med 2,0.52960554623008,0.4449952668458992,0.5621776445050051,0.8643222706512904,0.28755497925613116,0.7776540639398504,0.25515678277038645,0,37,
18,18,Med 3,0.705502277121242,0.7002280728816558,0.5469935706690384,0.22994411917015345,0.9216870458879376,0.42563816124553533,0.34683225592214517,5,14,
19,19,Med 1,0.19260178518214188,0.7789537992289242,0.07949326488434993,0.6589747805141797,0.33188810561837123,0.18031180048201878,0.8775593317016289,8,85,Other
20,20,Med 3,0.6512290631396368,0.3815993425117581,0.5220052963586619,0.5998377982922373,0.27929158429347933,0.13116199989645372,0.15042205177676604,6,23,
21,21,Med 2,0.09970910795780463,0.7467824713943151,0.3452521631531712,0.5267156339519687,0.40037904344581254,0.8013164975569776,0.9428212765662819,1,14,Female
22,22,Med 3,0.4217413280685949,0.6003430545885992,0.4732504985711413,0.27612801627626393,0.2585613670294191,0.9277955634337226,0.9773620110570674,5,79,Female
23,23,Med 1,0.38980144569886743,0.06022372938517806,0.4186108734082927,0.26420447411646,0.4708945522808311,0.7452942213209888,0.10845314753886692,0,88,Other
24,24,Med 3,0.6868537523323892,0.909561467905718,0.6846613296651872,0.6761973244246474,0.37974613291451775,0.8885555531170999,0.7075391027579868,4,108,Other
25,25,Med 3,0.24403791047792234,0.844779570040195,0.33634058269548806,0.542821871650649,0.3889482400476133,0.40776251926029894,0.13255307026691787,7,35,
26,26,Med 1,0.47050489418863306,0.4871280340904518,0.19072457684108146,0.6735945488467153,0.9698459212209566,0.06781416467781809,0.6148203802454811,8,96,Female
27,27,Med 3,0.7810872052587038,0.45351804184292543,0.7081041936971697,0.20196586618914958,0.9241202950230931,0.462596503482417,0.2660291783916976,8,71,Male
28,28,Med 2,0.5596605298164877,0.9842402845077642,0.08513051518237569,0.1771112528801725,0.05430823168382437,0.9135169805383364,0.12042561638811167,8,98,Female
29,29,Med 2,0.9519916422994702,0.9197244945041604,0.963239574811756,0.22847274730926803,0.01601279118140475,0.8929119499181173,0.6388952393566248,0,13,Female
30,30,Med 1,0.13683848342760108,0.6067765645137856,0.7439142453786919,0.6414508149050484,0.4612203027035068,0.3085729601086643,0.8863261717997082,2,49,Male
31,31,Med 2,0.16016692559775436,0.7789387688995836,0.5800777725432681,0.08759242347117357,0.8595652791190579,0.08689551872374501,0.7752829665511367,5,30,Other
32,32,Med 2,0.906755320524279,0.9984378911246472,0.2771439995291236,0.7122307142696434,0.4769640993409241,0.05267599925407984,0.49971717822905604,1,89,Female
33,33,Med 1,0.8339881815058623,0.14257796231372155,0.22885618257489893,0.0511790283054645,0.6592494464226654,0.2250291358671449,0.9298649510388854,10,23,Other
34,34,Med 4,0.2322612875060438,0.9401824380493802,0.7066343229788711,0.08100749312173139,0.14843880217278782,0.07133052707863319,0.0025212018212585896,8,18,Other
35,35,Med 1,0.41451189011437417,0.05193127957335042,0.4333128823557916,0.05613353508323371,0.8321131208136122,0.4896642752697028,0.29060521536896267,6,75,Other
36,36,Med 3,0.7648345139334766,0.8575659429691485,0.5644092020100577,0.4615133242413041,0.32133926921649436,0.3586086867768995,0.8942892304645133,10,59,Female
37,37,Med 2,0.42822325466839073,0.5615712865688852,0.8339673238828541,0.039274014811268465,0.47561504513853425,0.9171408465379303,0.19335346287624833,9,43,Other
38,38,Med 3,0.0233959853310014,0.9344649018655862,0.05051885629281905,0.7766525167015811,0.35647827657928777,0.45657166161552776,0.7816890069534166,7,52,
39,39,Med 4,0.9421694743309881,0.2645481456703447,0.6766260780741393,0.26526600091931474,0.6499184943269893,0.055803333336200134,0.1166565662857193,7,22,Female
40,40,Med 4,0.1049284302611051,0.9470458356925682,0.2828128756949363,0.07646823902689559,0.3060055999894594,0.28572740276377484,0.24738512760280673,7,41,
41,41,Med 2,0.5048631702241486,0.9966059626719833,0.7662460493223849,0.5173749192443864,0.32452874657584097,0.5731420044648305,0.4062700095035553,0,40,Other
42,42,Med 2,0.3519797878904378,0.9551859934898962,0.9458139372879311,0.20408098654597395,0.9990857700859869,0.41554206086124557,0.16720247142186884,6,65,Female
43,43,Med 3,0.9868074762709043,0.31316761083114986,0.03194389365329997,0.2947262541905673,0.21458356986476956,0.31466489592930547,0.7569402854158271,3,4,
44,44,Med 1,0.2840575285560537,0.4974509048668212,0.4652294525531251,0.5314986935263655,0.17995865886530305,0.7554969039387229,0.5308423620131876,10,32,Female
45,45,Med 4,0.7459576004873061,0.6058057058288815,0.42375208353329386,0.04231243947367369,0.7906417087679827,0.5953373938941563,0.030379678696571544,10,72,Male
46,46,Med 4,0.8523117632350096,0.366652041344394,0.7366680127856933,0.5364160135498458,0.2296360565565998,0.30039082294421493,0.23134473475731543,9,76,Male
47,47,Med 1,0.9245119005151767,0.35614867123108607,0.7356348875106808,0.8695006167371605,0.49092909477365954,0.5748415564184858,0.4314327712035846,6,83,Male
48,48,Med 2,0.7670880571878065,0.43872138704492825,0.147799057468588,0.8483450254731733,0.9009956726096109,0.8407224274654757,0.13167638431152906,0,81,
49,49,Med 2,0.0824712567980278,0.5561252323827599,0.29745602808871774,0.41420306874479484,0.5445024464856372,0.5055631458174416,0.7469771950834356,7,95,Other
50,50,Med 3,0.3461696678537688,0.6014424641824139,0.13117415601387405,0.6911180561172027,0.843139550690371,0.8481894012138013,0.2037362214538896,7,108,Male
51,51,Med 3,0.5335164113254491,0.9046455946426699,0.44060436700752714,0.04824713150376703,0.7924100930465142,0.8271788232750511,0.9907492330625772,2,90,
